arm,sweepId,rootSeed,cellIndex,replicateIndex,runSeed,strategy,status,terminalReason,ticksRun,invitations,referenceNodesKnown,referenceLibraryDepth,referenceGrimoires,referenceKnowledgeInstances,referenceLivingMages,referencePopulation
human-gated-abstainer,w109-alliance-v1,20260813,0,44,4060695795,alliance-abstainer,truncated,0,2400,0,133,0,0,8250,143,17339
human-gated-abstainer,w109-alliance-v1,20260813,0,45,2420164260,alliance-abstainer,ascended,2,1682,0,136,0,0,11705,227,1145
human-gated-abstainer,w109-alliance-v1,20260813,0,46,779632725,alliance-abstainer,stagnated,3,221,0,0,0,0,0,0,32
human-gated-abstainer,w109-alliance-v1,20260813,0,47,3434068486,alliance-abstainer,ascended,2,1922,0,154,0,0,12727,199,3137
human-gated-abstainer,w109-alliance-v1,20260813,0,48,1793536951,alliance-abstainer,truncated,0,2400,0,130,0,0,8483,140,13975
human-gated-abstainer,w109-alliance-v1,20260813,0,49,153005416,alliance-abstainer,truncated,0,2400,0,133,0,0,9746,154,11728
human-gated-abstainer,w109-alliance-v1,20260813,0,50,2807441177,alliance-abstainer,ascended,2,1922,0,110,0,0,13839,235,1978
human-gated-abstainer,w109-alliance-v1,20260813,0,51,1166909642,alliance-abstainer,stagnated,3,407,0,0,0,0,0,0,60
human-gated-abstainer,w109-alliance-v1,20260813,0,52,3821345403,alliance-abstainer,truncated,0,2400,0,140,0,0,9213,146,14475
human-gated-abstainer,w109-alliance-v1,20260813,0,53,2180813868,alliance-abstainer,ascended,2,1682,0,141,0,0,21826,489,369
human-gated-abstainer,w109-alliance-v1,20260813,0,54,540282333,alliance-abstainer,truncated,0,2400,0,132,5,5,8854,145,15471
human-gated-abstainer,w109-alliance-v1,20260813,0,55,3194718094,alliance-abstainer,ascended,2,1682,0,136,0,0,14291,252,1337
human-gated-abstainer,w109-alliance-v1,20260813,0,56,1554186559,alliance-abstainer,ascended,2,1682,0,114,0,0,13068,227,1662
human-gated-abstainer,w109-alliance-v1,20260813,0,57,4208622320,alliance-abstainer,truncated,0,2400,0,129,0,0,8625,140,15003
human-gated-abstainer,w109-alliance-v1,20260813,0,58,2568090785,alliance-abstainer,truncated,0,2400,0,131,0,0,9416,145,15098
human-gated-abstainer,w109-alliance-v1,20260813,0,59,927559250,alliance-abstainer,stagnated,3,358,0,0,0,0,0,0,30
human-gated-abstainer,w109-alliance-v1,20260813,0,60,3581995011,alliance-abstainer,ascended,2,1922,0,126,0,0,13116,209,2562
human-gated-abstainer,w109-alliance-v1,20260813,0,61,1941463476,alliance-abstainer,stagnated,3,423,0,0,0,0,0,0,51
human-gated-abstainer,w109-alliance-v1,20260813,0,62,300931941,alliance-abstainer,ascended,2,1682,0,134,0,0,13788,245,963
human-gated-abstainer,w109-alliance-v1,20260813,0,63,2955367702,alliance-abstainer,truncated,0,2400,0,143,0,0,8207,135,15850
human-gated-abstainer,w109-alliance-v1,20260813,0,64,1314836167,alliance-abstainer,stagnated,3,382,0,0,0,0,0,0,40
human-gated-abstainer,w109-alliance-v1,20260813,0,65,3969271928,alliance-abstainer,ascended,2,1682,0,163,0,0,25838,598,396
human-gated-abstainer,w109-alliance-v1,20260813,0,66,2328740393,alliance-abstainer,stagnated,3,269,0,0,0,0,0,0,33
human-gated-abstainer,w109-alliance-v1,20260813,0,67,688208858,alliance-abstainer,truncated,0,2400,0,136,0,0,8203,135,14801
human-gated-abstainer,w109-alliance-v1,20260813,0,68,3342644619,alliance-abstainer,truncated,0,2400,0,136,0,0,9123,146,13249
human-gated-abstainer,w109-alliance-v1,20260813,0,69,1702113084,alliance-abstainer,stagnated,3,471,0,0,0,0,0,0,40
human-gated-abstainer,w109-alliance-v1,20260813,0,70,61581549,alliance-abstainer,ascended,2,1442,0,164,0,0,9823,203,752
human-gated-abstainer,w109-alliance-v1,20260813,0,71,2716017310,alliance-abstainer,truncated,0,2400,0,134,0,0,9075,145,10776
human-gated-abstainer,w109-alliance-v1,20260813,0,72,1075485775,alliance-abstainer,stagnated,3,496,0,0,0,0,0,0,27
human-gated-abstainer,w109-alliance-v1,20260813,0,73,3729921536,alliance-abstainer,ascended,2,1922,0,115,0,0,13902,245,1329
human-gated-abstainer,w109-alliance-v1,20260813,0,74,2089390001,alliance-abstainer,ascended,2,1682,0,124,0,0,12558,237,937
human-gated-abstainer,w109-alliance-v1,20260813,0,75,448858466,alliance-abstainer,truncated,0,2400,0,143,0,0,8741,140,11150
human-gated-abstainer,w109-alliance-v1,20260813,0,76,3103294227,alliance-abstainer,ascended,2,1442,0,167,0,0,12034,232,1031
human-gated-abstainer,w109-alliance-v1,20260813,0,77,1462762692,alliance-abstainer,ascended,2,1922,0,132,0,0,14637,220,3316
human-gated-abstainer,w109-alliance-v1,20260813,0,78,4117198453,alliance-abstainer,ascended,2,1922,0,122,0,0,12196,200,2309
human-gated-abstainer,w109-alliance-v1,20260813,0,79,2476666918,alliance-abstainer,stagnated,3,657,0,0,0,0,0,0,53
human-gated-abstainer,w109-alliance-v1,20260813,0,80,836135383,alliance-abstainer,truncated,0,2400,0,131,0,0,12014,183,5246
human-gated-abstainer,w109-alliance-v1,20260813,0,81,3490571144,alliance-abstainer,truncated,0,2400,0,132,0,0,9970,155,12274
human-gated-abstainer,w109-alliance-v1,20260813,0,82,1850039609,alliance-abstainer,truncated,0,2400,0,124,0,0,10817,164,7432
human-gated-abstainer,w109-alliance-v1,20260813,0,83,209508074,alliance-abstainer,ascended,1,1324,0,144,0,0,7942,186,508
human-gated-abstainer,w109-alliance-v1,20260813,0,84,2863943835,alliance-abstainer,truncated,0,2400,0,129,0,0,10709,163,11578
human-gated-abstainer,w109-alliance-v1,20260813,0,85,1223412300,alliance-abstainer,ascended,2,1922,0,118,0,0,10965,170,6162
human-gated-abstainer,w109-alliance-v1,20260813,0,86,3877848061,alliance-abstainer,ascended,2,1922,0,129,0,0,12075,191,3932
human-gated-abstainer,w109-alliance-v1,20260813,0,87,2237316526,alliance-abstainer,ascended,2,1682,0,129,0,0,14038,230,2004
human-gated-abstainer,w109-alliance-v1,20260813,0,88,596784991,alliance-abstainer,truncated,0,2400,0,128,0,0,9665,156,11557
human-gated-abstainer,w109-alliance-v1,20260813,0,89,3251220752,alliance-abstainer,truncated,0,2400,0,122,0,0,10650,163,8751
human-gated-abstainer,w109-alliance-v1,20260813,0,90,1610689217,alliance-abstainer,ascended,2,1682,0,132,0,0,13556,253,1159
human-gated-abstainer,w109-alliance-v1,20260813,0,91,4265124978,alliance-abstainer,ascended,2,1922,0,133,0,0,13837,245,1322
human-gated-abstainer,w109-alliance-v1,20260813,0,92,2624593443,alliance-abstainer,stagnated,3,468,0,0,0,0,0,0,52
human-gated-abstainer,w109-alliance-v1,20260813,0,93,984061908,alliance-abstainer,truncated,0,2400,0,125,0,0,7538,126,12928
human-gated-abstainer,w109-alliance-v1,20260813,0,94,3638497669,alliance-abstainer,ascended,2,1682,0,126,0,0,12406,238,1023
human-gated-abstainer,w109-alliance-v1,20260813,0,95,1997966134,alliance-abstainer,truncated,0,2400,0,147,0,0,8855,142,15808
human-gated-abstainer,w109-alliance-v1,20260813,0,96,357434599,alliance-abstainer,truncated,0,2400,0,134,0,0,7980,137,13651
human-gated-abstainer,w109-alliance-v1,20260813,0,97,3011870360,alliance-abstainer,ascended,2,1922,0,126,0,0,14040,246,1218
human-gated-abstainer,w109-alliance-v1,20260813,0,98,1371338825,alliance-abstainer,ascended,2,1682,0,117,0,0,12067,231,1040
human-gated-abstainer,w109-alliance-v1,20260813,0,99,4025774586,alliance-abstainer,truncated,0,2400,0,129,0,0,8123,134,16673
